Standard,Standard
Disabled,Disabled
Replacement,Replacement
Independent,Independent
Grouped,Grouped
"Use Config","Use Config"
"Cart and Order","Cart and Order"
Order,Order
"SKU Policy","SKU Policy"
"Advanced Product Options","Advanced Product Options"
"Option SKU Policy","Option SKU Policy"
"Enable SKU Policy","Enable SKU Policy"
"Default SKU Policy","Default SKU Policy"
"Apply SKU Policy To","Apply SKU Policy To"
