sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,giftcard_type,giftcard_allow_open_amount,giftcard_open_amount_min,giftcard_open_amount_max,giftcard_amount,use_config_is_redeemable,giftcard_is_redeemable,use_config_lifetime,giftcard_lifetime,use_config_allow_message,giftcard_allow_message,use_config_email_template,giftcard_email_template,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,errors
futk-uk-016,,Default,simple,"UTK- Category,UTK- Category/Kilts/Kilts For Men/Flag Kilts,UTK- Category/Kilts/Kilts For Men,UTK- Category/Kilts",base,"Modern Belgium Flag Kilt with Large Pockets","<h2><strong>Modern Belgium Flag Kilt with Large Pockets</strong></h2>
<p><strong>Modern Belgium Flag Kilt with Large Pockets</strong> is a fantastic piece of modern clothing that allows you to add something special to your outfits and make your personality more classy. It is designed in a three-color combination: red, black, and yellow, representing the Belgium flag. It has various functional features to meet the current fashion needs and makes you look stylish. <strong>Belgium Flag Kilt</strong> comes with an attractive yellow front apron with studs, which makes an eye-catching look. In contrast, the red and black pleated design on either side gives a fantastic look with yellow and provides freedom of movement for the whole day. Black belt loops are styled on the waist area for wearing belts and make the waist accurately fit. Leather buckle straps on both sides for kilt adjustment. Fastening snap buttons on the top front waist for kilt closure. It has utility features of large flap pockets in different colours on both sides. You can carry valuable items like wallets, cards, and cell phones in these pockets. <strong>Modern Belgium Flag Kilt with Large Pockets</strong> is fabricated with top-quality cotton fabric that is durable and washable. You can wear it at sports events, Traditional festivals, and cultural events. Order now to get this kilt in your perfect size at a fair-minded price.</p>
<p><strong>Design and Specifications:</strong></p>
<ul>
<li>Material: 100 % Cotton.</li>
<li>Style: Flag Utility.</li>
<li>Fabric: Drill jeans.</li>
<li>Type: Fashion/Casual.</li>
<li>Front Apron: Simple.</li>
<li>Backside: Pleated design.</li>
<li>Availability: All sizes.</li>
</ul>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>If you order a kilt whose waist size is less than 26, then this is not possible to add pockets in this selected design due to the size limitations. So please remember it while ordering.</li>
<li>In some cases, the color shade may vary between the patterns. We try our best to deliver the product in the same color as in the picture on our website. If a few changes happen, we request some shade fluctuation</li>
</ul>",,0.7,1,0,"Catalog, Search",67.15,59.25,9/5/24,,modern-belgium-flag-kilt-with-large-pockets,"Modern Belgium Flag Kilt with Large Pockets - UTK",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks-uk-010,,Default,simple,"UTK- Category,UTK- Category/Kilt Outfits/Kilt Sets,UTK- Category/Kilts",base,"Traditional Macgregor Tartan Kilt Set","<div data-content-type=""html"" data-appearance=""default"" data-element=""main""><h2><strong>Traditional Macgregor Tartan Kilt Set</strong></h2>
<p><strong>Traditional Macgregor Tartan Kilt Set</strong> is a symbol of Scottish pride and identity. It is a remarkable attire perfect for traditional and modern fashion, making your personality more attractive. It expresses your unique style and resemblance with Scottish culture and traditions. We offer customization options on kilts so you can select your favorite tartan pattern according to your preferences. <strong>Macgregor Tartan Kilt Set</strong> includes various components such as:</p>
<ul>
<li>Tartan Kilt</li>
<li>Kilt Belt and Buckle</li>
<li>Ghillie Shirt</li>
<li>Flashes</li>
<li>Sporran</li>
<li>Kilt Pin</li>
<li>Kilt socks</li>
<li>Shoes</li>
</ul>
<p><strong>Traditional Macgregor Tartan Kilt Set</strong> will be tailored to your preferences and specifications. You will get a Kilt Package that will fit your size perfectly. This kilt deal is affordable for every budget. You can wear it at Wedding events, Formal gatherings, and Traditional festivals. It connects you with your Scottish culture and boosts your personality. Order Now.</p>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>In some cases, the color shade may vary between the patterns. We try our best to deliver the product in the same color as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul></div>",,1,1,0,"Catalog, Search",90.85,79,9/6/24,,traditional-macgregor-tartan-kilt-set,"Traditional Macgregor Tartan Kilt Set - UTK",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,997,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ks-uk-011,,Default,simple,"UTK- Category,UTK- Category/Kilt Outfits/Kilt Sets",base,"Modern Woodland Camo Utility Kilt Deal","<h2><strong>Modern Woodland Camo Utility Kilt Deal</strong></h2>
<p><strong>Modern Woodland Camo Utility Kilt Deal</strong> is an excellent option to embrace Scottish traditions with an attractive and military look. We offer this camo kilt set cheaply to make it accessible for everyone. If you are looking for modern costumes that will stand out in the crowd, then this kilt package is a good choice. It elevates your individuality and makes your events remarkable with its unique blend of style. <strong>Woodland Camo Kilt Deal</strong> has functional and modern features with different kilt components like:</p>
<ul>
<li>Woodland Camo Kilt&nbsp;</li>
<li>Black Jacobite Ghillie Shirt</li>
<li>Kilt Belt and Buckle</li>
<li>Sporran</li>
<li>Kilt Hose</li>
<li>Shoes</li>
</ul>
<p>It comes with a combination of different components that make you look attractive and provide cultural significance. This Camo Kilt Deal has a customization option on kilt fabric patterns, so you can make a combination that suits your personality. <strong>Modern Woodland Camo Utility Kilt Deal</strong> suits Scottish Weddings, Casual outings, and Formal gatherings. Top-quality material is used during its fabrication. Order now to get it at your doorstep in a few days.</p>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>If you order a kilt whose waist size is less than 26, then this is not possible to add pockets in this selected design due to the size limitations. So please remember it while ordering.</li>
<li>In some cases, the color shade may vary between the patterns. We try our best to deliver the product in the same color as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul>",,3,1,0,"Catalog, Search",104.28,96.38,9/6/24,,modern-woodland-camo-utility-kilt-deal,"Modern Woodland Camo Utility Kilt Deal - Camo Kilt Set - UTK",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wutk-uk-026,,Default,simple,"UTK- Category,UTK- Category/Kilts/Kilts for Women,UTK- Category/Kilts/Kilts for Women/Women Utility Kilt,UTK- Category/Kilts,UTK- Category/Black Kilts",base,"Modern Women Black Utility Kilt with Pockets","<h2><strong>Modern Women Black Utility Kilt with Pockets</strong></h2>
<p><strong>Modern Women Black Utility Kilt with Pockets</strong> is a custom-made kilt with a unique outlook and design. It's fantastic style will make women's personalities more fashionable and attractive. The Front of the kilt has a decent inner pocket design in the center. The traditional pleated design is made on the back, which not only allows for easy movement but also adds a touch of traditional design to its modern look. <strong>Modern Women Black Utility Kilt</strong> comes with utility features like flap pockets on the side and back, which give it an elegant look. These pockets offer ample storage for valuable items like wallets, cell phones, and cards. Fastening button straps are styled on either side for kilt fastenings and also give a little bit of adjustment. D-rings are attached with loops for hanging lightweight items like keys and chains. <strong>Modern Women Black Utility Kilt with Pockets</strong> is specially crafted with pure drill jeans and Cotton fabric. Its material quality assures its durability and longevity. You can get a kilt in the sizes and colours you demand at a fair-minded price. You can wear it at Scottish Weddings, Casual parties and Formal occasions. Order now to get it to your doorstep and wear it at your trending events.</p>
<p><strong>Design and Specifications:</strong></p>
<ul>
<li>Material: 100% Cotton.</li>
<li>Style: Utility.</li>
<li>Fabric: Drill Jeans.</li>
<li>Type: Fashion/Casual.</li>
<li>Front Apron: Simple.</li>
<li>Backside: Pleated Design.</li>
<li>Fabric Colour: Black</li>
<li>Availability: All Sizes</li>
</ul>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size, Tartan, or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>If you order a kilt whose waist size is less than 26, then this is not possible to add pockets in this selected design due to the size limitations. So please remember it while ordering.</li>
<li>In some cases, the colour shade may vary between the patterns. We try our best to deliver the product in the same colour as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul>",,0.7,1,0,"Catalog, Search",67.15,59.25,9/9/24,,modern-women-black-utility-kilt-with-pockets,"Modern Women Black Utility Kilt with Pockets - UTK",,"Modern Women Black Utility Kilt with Pockets is a custom-made kilt with a unique outlook and design. Make personalities more fashionable and attractive.",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pchkw-uk-001,,Default,simple,"UTK- Category,UTK- Category/Jackets,UTK- Category/Jackets/Prince Charlie Jacket",base,"Traditional Navy Blue Prince Charlie Vest","<h2><strong>Traditional Navy Blue Prince Charlie Vest</strong></h2>
<p><strong>Traditional Navy Blue Prince Charlie Vest</strong> is a handmade vest designed for people who want to celebrate their events and functions with Scottish pride and Highlander style. It includes everything that plays a vital role in expressing your personality in a modern way. This vest allows you to make a fashionable statement at your events and functions.<strong> Blue Prince Charlie Vest</strong> is designed with a low-cut front, allowing the kilt shirt and tie to be a prominent display that makes an eye-catching look to the viewers. Three decorated buttons are styled on the front side for accurate fastening. Inner pockets sewn on both front sides give a classy look and provide space for carrying small items like keys and coins. Buckle straps are also styled on the back side for adjustment and to make a comfortable and accurate fit. This vest is available in all sizes at an affordable price. <strong>Traditional Navy Blue Prince Charlie Vest</strong> is newly fabricated with the best barathea wool fabric and rust-free hardware material. It is mainly worn with Prince Charlie jackets and casual coats to make their look and personality more elegant. Order it now and get this vest to make your functions more memorable.</p>
<p><strong>Features Comprise:</strong></p>
<ul>
<li>The thick, high-quality fabric used</li>
<li>Traditional silverware styling</li>
<li>Fully customizable to your needs</li>
</ul>",,0.7,1,0,"Catalog, Search",45.82,37.92,9/9/24,,traditional-navy-blue-prince-charlie-vest,"Traditional Navy Blue Prince Charlie Vest - Great Style Vest",,"Traditional navy blue Prince Charlie vest add a vital role in expressing your personality in a modern way by wearing this vest. Order it now to get it cheaply",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utk-uk-051,,Default,simple,"UTK- Category,UTK- Category/Kilts/Kilts For Men/Utility Kilts ,UTK- Category/Kilts/Kilts For Men,UTK- Category/Kilts,UTK- Category/Black Friday Kilts,UTK- Category/Gothic Kilt",base,"Men Black Fashion Steampunk Gothic Kilt","<h2>Men Black Fashion Steampunk Gothic Kilt</h2>
<p>Men Black Fashion Steampunk Gothic Kilt is a modern twist with a traditional design garment specially designed for outdoor movements and special events. This kilt is a versatile and functional piece of clothing that gives you style and fashion. It is perfectly fashioned in the gothic style and trendy design for an unforgettable impression. Fashion Steampunk Gothic Kilt has an attractive front apron zip closure on the right corner for kilt fastening. Traditional pleated designs are styled on the back and side for easy movement on different occasions. D-ring straps are styled on the front and back for a more stylish look. Chains are also attached with lobster clasp and hung on the backside. The D-ring is attached with loops for hanging keys, chains, or small items. Large flap pockets are styled on both sides to carry your essentials like cell phones, wallets, cards, etc. Men Black Fashion Steampunk Gothic Kilt is uniquely crafted with durable drill jeans, cotton, and rust-free hardware material, which is excellent quality. Its material quality ensures its durability and longevity. Our main aim is to deliver a quality product to our beloved customers at the lowest price in all sizes and colors. So buy this stylish and new design kilt.</p>
<h3>Design and Specifications:</h3>
<ul>
<li>Material: 100% Cotton.</li>
<li>Style: Utility.</li>
<li>Fabric: Drill jeans.</li>
<li>Type: Fashion/Casual.</li>
<li>Front Apron: Decorated</li>
<li>Backside: Pleated design.</li>
<li>Fabric colour: Black</li>
<li>Availability: All sizes.</li>
</ul>
<h3>Size and Measurement:</h3>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<h3>Customization:</h3>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>If you order a kilt whose waist size is less than 26, then this is not possible to add pockets in this selected design due to the size limitations. So please remember it while ordering.</li>
<li>In some cases, the colour shade may vary between the patterns. We try our best to deliver the product in the same colour as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul>",,0.7,1,0,"Catalog, Search",67.15,59.25,9/10/24,,men-black-fashion-steampunk-gothic-kilt,"Men Black Fashion Steampunk Gothic Kilt - UTK",,"Men Black Fashion Steampunk Gothic Kilt is modern twist with a traditional design garment specially designed for outdoor movements and special events",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utk-uk-27,,Default,simple,"UTK- Category,UTK- Category/Kilts/Kilts for Women,UTK- Category/Kilts,UTK- Category/Kilts/Kilts for Women/Mini Kilt Skirt",base,"Stylish Women Black Pleated Mini Kilt with Chains","<h2><strong>Stylish Women Black Pleated Mini Kilt with Chains</strong></h2>
<p><strong>Stylish Women Black Pleated Mini Kilt with Chains</strong> is a stylish and modern expression in this fashionable garment. It is perfect for modern women who enjoy trending events with comfort and a fabulously stylish look. Its hardware styling makes it more popular and makes you unique from the rest of the crowd. <strong>Women Black Pleated Mini Kilt</strong> has features of an attractive pleats design styled all around the kilt, adding a traditional touch and giving freedom of movement for the whole day. The D-rings are designed with cotton straps that look attractive and stylish. Two buckle straps are styled on the top front apron, designed with eyelets to fasten the kilt and make a minor adjustment through silver buckles. The lobster clasp is attached with front loops and silver chains, giving an elegant look. We offer a customization option for your ease of getting a kilt in your perfect size and favourite colour. <strong>Stylish Women's Black Pleated Mini Kilt with Chains</strong> is crafted with pure cotton fabric and quality hardware material. It is accessible at an affordable price that meets everyone's budget. It is suitable to wear at Casual outings, Formal occasions, and Special parties. So order now to get a kilt and make your personality look more memorable.</p>
<p><strong>Design and Specifications:</strong></p>
<ul>
<li>Material: 100% Cotton.</li>
<li>Style: Utility.</li>
<li>Fabric: Drill Jeans.</li>
<li>Type: Fashion/Casual.</li>
<li>Front Apron: Decorated.</li>
<li>Backside: Pleated Design.</li>
<li>Fabric Colour: Black</li>
<li>Availability: All Sizes</li>
</ul>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>In some cases, the color shade may vary between the patterns. We try our best to deliver the product in the same color as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul>",,0.7,1,0,"Catalog, Search",59.25,51.35,9/10/24,,stylish-women-black-pleated-mini-kilt-with-chains,"Stylish Women Black Pleated Mini Kilt with Chains - UTK",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,999,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutk-uk-064,,Default,simple,"UTK- Category,UTK- Category/Kilts/Kilts For Men/Tartan Utility Kilts,UTK- Category/Kilts/Kilts For Men,UTK- Category/Kilts",base,"Traditional Royal Stewart Zipper Tartan Utility Kilt","<h2><strong>Traditional Royal Stewart Zipper Tartan Utility Kilt</strong></h2>
<p><strong>Traditional Royal Stewart Zipper Tartan Utility Kilt</strong> is a traditional new style garment that gives a stunning fashion and eye-catching effect. It has zip closure on the right corner of the front apron for kilt fastening which gives it a fabulous look. Its unique design makes it more modern and allows people to show their personality distinctively. <strong>Royal Stewart Utility Kilt</strong> comes with a simple and decent plain front apron, while at the same time traditional pleated panels are styled on the rear side for comfortable movement on all occasions. Belt loops are styled with eyelets on the waist area, and D-rings are connected to each belt loop for external attachments. It comes with large flap pockets on both sides of the kilt. These pockets provide ample storage for everyday essentials like Cell phones, wallets, and Keys. Our trained and professional maker makes this <strong>Traditional Royal Stewart Zipper tartan Utility Kilt</strong> with top-quality acrylic wool tartan fabric which assures its longevity and comfort. Wearing this kilt at Casual parties, Scottish Weddings, and Formal occasions would be a good option. We deliver a top-quality product to our customers at an affordable price. So Order it now to buy this at your doorstep in time.</p>
<p><strong>Design and Specifications:</strong></p>
<ul>
<li>Material: Acrylic Wool.</li>
<li>Style: Utility.</li>
<li>Fabric: Tartan.</li>
<li>Type: Gothic</li>
<li>Front Apron: Plain.</li>
<li>Backside: Pleated design</li>
<li>Pattern: Check pattern</li>
<li>Availability: All sizes.</li>
</ul>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>If you order a kilt whose waist size is less than 26, then this is not possible to add pockets in this selected design due to the size limitations. So please remember it while ordering.</li>
<li>In some cases, the color shade may vary between the patterns. We try our best to deliver the product in the same color as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul>",,0.7,1,0,"Catalog, Search",67.15,59.25,9/11/24,,traditional-royal-stewart-zipper-tartan-utility-kilt,"Traditional Royal Stewart Zipper Tartan Utility Kilt - UTK",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tutk-uk-065,,Default,simple,"UTK- Category,UTK- Category/Kilts/Kilts For Men/Tartan Utility Kilts,UTK- Category/Kilts/Kilts For Men,UTK- Category/Kilts",base,"Men Heritage of Ireland Tartan Utility Kilt","<h2><strong>Men Heritage of Ireland Tartan Utility Kilt</strong></h2>
<p><strong>Men Heritage of Ireland Tartan Utility Kilt</strong> is a modern, new, traditional garment designed especially for those who want to wear a famous kilt for all functions to express their unique personality in a modern way. It is accessible in various size options to fit your body accurately. This kilt makes you look trendy due to its tartan pattern. It is functional and comes with fastening snap buttons on the top waste for a perfect and secure fit during the whole day’s wear. <strong>Heritage of Ireland Utility Kilt</strong> comes with a decent and simple plain front apron. At the same time, the traditional pleated design is sewn on the side and back, which provides easy movement on outdoor events and makes it a more beautiful and trendy piece of Scottish attire. Classic buckle straps are styled on the right side with eyelets for a bit of adjustment. It comes with large flap pockets on both sides, providing ample storage for your everyday essentials like a Cell phone, Wallet, and Keys. This kilt is available at the cheapest price at your doorstep. <strong>Men Heritage of Ireland Tartan Utility Kilt</strong> is manufactured with the best quality tartan fabric, which is durable, washable, and valuable for a long time. It is suitable for Casual outings, Wedding Ceremonies, Parties, and other Special occasions. Order now to add a contemporary twist to your outfits.</p>
<p><strong>Design and Specifications:</strong></p>
<ul>
<li>Material: 100% Acrylic Wool.</li>
<li>Style: Utility.</li>
<li>Fabric: Tartan.</li>
<li>Type: Fashion/Casual.</li>
<li>Front Apron: Simple.</li>
<li>Backside: Pleated design.</li>
<li>Availability: All sizes.</li>
</ul>
<p><strong>Size and Measurement:</strong></p>
<p>If your waist size has an even number, such as 30, 32, or 36, order your correct size. In other cases, order one larger size for a better, more comfortable fit. If you prefer a tighter fit, order one size smaller than yours. Please order one size larger or your exact size for tapered slim-fit kilts because it will fit you more than the regular ones. If you don’t know your size or are confused about size measurement, we offer&nbsp;<strong><a href=""https://utilitykilt.co.uk/size-chart-for-kilt-measurment"">Kilt Measuring Guide</a></strong>&nbsp;for ease. Please read the instructions carefully; it will help you determine the size that fits you properly.</p>
<p><strong>Customization:</strong></p>
<p>If you want to order a kilt in a particular size or Colour that is not shown in our list, then you can email us or contact us through the Chat Box or Call to get a perfect kilt that will match your preferences.</p>
<p><strong>Note:</strong></p>
<ul>
<li>If you order a kilt whose waist size is less than 26, then this is not possible to add pockets in this selected design due to the size limitations. So please remember it while ordering.</li>
<li>In some cases, the color shade may vary between the patterns. We try our best to deliver the product in the same color as in the picture on our website. If a few changes happen, we request some shade fluctuation.</li>
</ul>",,0.7,1,0,"Catalog, Search",67.15,59.25,9/11/24,,men-heritage-of-ireland-tartan-utility-kilt,"Men Heritage of Ireland Tartan Utility Kilt - UTK",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,999,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klttie-uk-006,,Default,simple,"UTK- Category,UTK- Category/Accessories/Kilt Tartan Tie,UTK- Category/Accessories",base,"Mens Kirk Tartan Kilt Tie","<h2><strong>Mens Kirk Tartan Kilt Tie</strong></h2>
<p><strong>Kirk Tartan Tie - Mens Kirk Kilt Tie</strong> has a fantastic stylish tie, making it a fashionable and eye-catching piece of Scottish attire. It shows your association with the Highlander culture, makes your look attractive, and adds a modern flair to your outfits. It is accessible in various tartan patterns, so you can purchase it according to your favorite tartan pattern that perfectly matches your kilt and taste. Modern Tie can be worn on the front next to the kilt shirt to make your personality more attractive. You can wear this kilt tie with all kilts, outfits, and casual dress pants to make your look more memorable. It is classier due to its tartan pattern, which is famous in their clan and heritage. The men's <strong>Kirk Kilt Tie</strong> is crafted with top-quality Acrylic wool tartan fabric, which is durable and washable. It comes with handmade features, and you will get a new tie that will satisfy your needs. Whether you are heading to a Casual party, a Wedding ceremony, or attending any fashion event, this kilt will make you distinctive from others at any event. Order it now to get this Tie at a reasonable price and have it delivered to your doorstep in a few days.</p>",,0.3,1,0,"Catalog, Search",15.01,,,,mens-kirk-tartan-kilt-tie,"Mens Kirk Tartan Kilt Tie - Traditional Kirk kilt Tie",,,,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kltflsh-uk-009,,Default,simple,"UTK- Category,UTK- Category/Accessories/Kilt Flashes,UTK- Category/Accessories",base,"Kirk Tartan Kilt Flashes","<h2><strong>Kirk Tartan Kilt Flashes</strong></h2>
<p><strong>Kirk Tartan Kilt Flashes</strong> are a handmade traditional accessory that helps you get a complete Highlander look for your events and functions. They make you look more eye-catching and express your love for the rich Scottish culture. This kilt flashes is designed with two pieces of tartan fabric and cut on the corner to create a unique look. <strong>Kirk Kilt Flashes</strong> are attractive and more famous due to their traditional chequered tartan pattern. Traditionally, they are worn over the kilt hose on the calves, and the Velcro strap fits perfectly and keeps the kilt hose in the right place. The top part of the kilt hose is folded to hide the Velcro strap. You can make a pair with any of your kilts, but it looks better when you wear it with the same tartan.<strong> Kirk Tartan Kilt Flashes</strong> are newly manufactured with top-quality Acrylic wool. We deliver a top-quality product to our customers at an affordable price. They are suitable for Wedding events, Scottish and Irish Traditional festivals, and Formal gatherings. Order now and make your events more memorable by wearing these flashes.</p>
<p>&nbsp;</p>",,0.7,1,0,"Catalog, Search",18.17,,,,kirk-tartan-kilt-flashes,"Kirk Tartan Kilt Flashes - Men Kirk Flashes - UTK",,"Kirk tartan kilt flashes design an eye-catching look and express your love for the rich Scottish culture. Order kilt flashes in any tartan pattern.",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,1000,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
